"pcs" "RUC" "cs" "reves" "crevpp" "region" "habi" "Ahabi" "Atyph" "agecat" "Acompm" "nbpers" "enfants" "Anat" "Bauto" "Nbadulte" "Sinistre1" "Sinistre2" "Sinistre3" "Police1" "Police2" "Police3" "durPolice1" "Durée" "NSin" "censure" "Sinistre0"
"Employes" 9500 "Moyenne Sup" 9500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0.8 1.5 0 0 2.105 0.65 0 30 4 1 17.8199838781835
"Cadres et prof. intellectuelles sup." 9482.759 "Moyenne Sup" 27500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0.4 0 7.98 1.575 16.27 3.09 0.5557974372088 56 10 1 17.6401483420177
"Cadres et prof. intellectuelles sup." 9558.823 "Moyenne Sup" 16250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 2 2.3 0.23 2.43 4.975 0.09 4.75394332216491 475 9 1 14.58448576139
"Employes" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 3.74 0 13.09 0.72 0 30 3 1 20.2557518279226
"Employes" 6250 "Moyenne Inf" 13750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 2.85 0.9 0.92 3.1 4.786 0.324 1.00608314443591 101 12 1 9.15461364386566
"Autres pers. sans activite prof." 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 1.12 0 0.93 1.1 18.095 0.675 2.55562644446881 256 6 1 17.9930672350538
"Cadres et prof. intellectuelles sup." 12037.04 "Aise" 32500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0.8 0 0.69 2.3 15.86 1.825 0.866853605056395 87 10 1 13.9604050468148
"Cadres et prof. intellectuelles sup." 7031.25 "Moyenne Sup" 22500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 32.01 0.825 0 30 0 1 12.0993233456649
"Employes" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "8" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Pas de vehicule" 2 0 0.4 0.69 12.4 30.05 1.22 0.317472889588222 32 10 1 5.92114582081412
"Retraites" 11029.41 "Aise" 18750 "4eme quartile" "5" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 1.84 1.2 12.262 3.786 5.12450155814469 512 3 1 11.0409574770455
"Professions intermediaires" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.25 19.8 1.235 0.277843802487079 28 0 1 9.81150144621495
"Cadres et prof. intellectuelles sup." 16666.67 "Aise" 40000 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 2.4 1.28 4.72 5.37 7.016 1.41 5.13792135886942 514 12 1 20.0289788652788
"Professions intermediaires" 12500 "Aise" 27500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 5.8 17.05 0 0.5 26.47 1.705 3.83222904187385 383 8 1 11.1745968732387
"Employes" 3629.032 "Moyenne Inf" 3411250 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0.4 0 3.83 5.525 18.804 3.485 0.161171690355497 16 10 0 12.1195800113454
"Retraites" 3500 "Modeste" 3500 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0.3 0 13.16 13.87 0 3.45110082905469 345 2 0 19.6526691347302
"Retraites" 5000 "Moyenne Inf" 8500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 6.28 0 8.6 1.845 0 30 3 1 22.3975488483714
"Retraites" 13750 "Aise" 13750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.46 0 1.38 0.495 0 30 2 1 20.3252200324589
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 0 0.2 4.16 1.9 4.769 3.415 4.59809052197682 460 6 1 21.2807154783001
"Professions intermediaires" 3618.421 "Moyenne Inf" 13750 "1er quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Au moins une personne etrangere" "Au - 1 vehicule" 5 0 0 0.23 6.987 4.895 1.07 0.0571797049965309 6 6 0 20.7553237525414
"Cadres et prof. intellectuelles sup." 32500 "Aise" 32500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Pas de vehicule" 1 0 0 0 9.8 0.36 1.52 195.570082302801 0 0 1 24.7384455244512
"Cadres et prof. intellectuelles sup." 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 3.3 0 4.66 11.55 1.86 0.38 3.50187093086131 350 6 1 20.0821851381445
"Retraites" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 13.155 5.37 0.56 1.86852610276075 187 0 1 19.9943163453042
"Ouvriers" 8500 "Moyenne Sup" 8500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 0 2.614 0 0 30 0 1 19.4446782198984
"Retraites" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.09 1.1 2.72 0.815 2.32789411133931 233 3 1 20.3587465769319
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 9.28 5.4 4.315 0.4 3.09923044749305 310 3 1 16.7172061701108
"Cadres et prof. intellectuelles sup." 19117.65 "Aise" 32500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0.232 8.31 0 4.03 1.18 0 30 6 1 22.1601097366803
"Cadres et prof. intellectuelles sup." 6018.519 "Moyenne Inf" 16250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 2.4 0 1.86 8.14 20.529 4.426 0.339359186695428 34 10 1 13.1261653207332
"Cadres et prof. intellectuelles sup." 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 4 6.71 4.965 14.4236214235058 1442 0 1 18.4543818104699
"Employes" 3250 "Modeste" 6500 "1er quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 1.45 0.225 13.625 0.405 0.380459977378117 38 4 0 17.7176843218503
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "5" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 2.025 0 2.02 2.32789411133931 233 3 1 17.6448242954686
"Professions intermediaires" 4360.465 "Moyenne Inf" 18750 "2eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 6 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 0.5 0 0.46 1.41 18.505 0.84 0.0266791541080128 3 14 0 19.3138303479828
"Professions intermediaires" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.5 0 0 2.095 3.245 1.51 2.42693880138681 243 3 1 17.3106992511569
"Retraites" 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 0 0.1 0.89 0 30 0 1 20.5883271632447
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 4.005 5.03 1.44 4.97984863351715 498 0 1 15.3335479307104
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.42 0 0.93 5.45 7.975 0.92 3.20962413353568 321 6 1 20.8395228750361
"Employes" 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Personne seule" 1 "Pas d'enfants" "Non declare" "Pas de vehicule" 1 0 0 0 0 0.47 1.035 0 30 0 1 18.7080031390516
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 1.65 6.625 0 2.32789411133931 233 0 1 18.0178267901498
"Retraites" 9375 "Moyenne Sup" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 3 8 0 0 0.74 23.675 0.7 2.79403313984379 279 4 1 17.1465611290681
"Ouvriers" 13235.29 "Aise" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.76 1.68 1.67 4.972 7.15747797677629 716 3 1 19.5695910072077
"Cadres et prof. intellectuelles sup." 7386.364 "Moyenne Sup" 16250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0.4 1.94 3.675 13.825 2.63 0.99813369320656 100 8 1 9.09029554735703
"Autres pers. sans activite prof." 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 0.98 4.64 0 16.4808742561746 1648 0 1 16.355392408637
"Professions intermediaires" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0.8 2.82 5.37 5.73 3.196 4.02412614337837 402 6 1 20.5204681384736
"Professions intermediaires" 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 2.11 3.17 4.435 1.795 16.4808742561746 1648 2 1 20.5922744155666
"Cadres et prof. intellectuelles sup." 16176.47 "Aise" 27500 "4eme quartile" "9" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.5 0 1.42 3.335 15.472 3.023 11.184830215428 1118 6 1 19.2294937701114
"Ouvriers" 2741.936 "Modeste" 8500 "1er quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 5.71 0.8 0 6.04 14.75 1.86 0.192938580702467 19 10 0 21.8325912580236
"Ouvriers" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.23 5.44 24.335 1.515 0.192687478335878 19 5 0 21.6239480537562
"Cadres et prof. intellectuelles sup." 22500 "Aise" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.23 6.555 2.66 1.935 62.3855284949163 6239 2 1 24.1835522390891
"Ouvriers" 5092.593 "Moyenne Inf" 13750 "2eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 3.2 13.188 1.05 0.225841964217384 23 0 1 8.72622901658882
"Ouvriers" 8522.728 "Moyenne Sup" 18750 "4eme quartile" "1" "3" "Un. urb. de 10 000 a 99 999 hab." "Non declare" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 1.65 6.35 30.61 2.671 1.23444408991072 123 4 1 9.52201316944897
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.8 0 0 0 32.19 9.849 0 30 3 1 17.403343872509
"Ouvriers" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Au moins une personne etrangere" "Au - 1 vehicule" 2 0 0.23 0.46 1 7.887 0.415 0.179962071165884 18 10 0 13.9239162523957
"Employes" 1750 "Modeste" 3500 "1er quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 3.13 0.75 10.824 3.345 0.262133868882962 26 4 0 19.863749630857
"Professions intermediaires" 7758.621 "Moyenne Sup" 22500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 2.375 17.658 7.741 0.394330649234057 39 0 1 16.6386218387266
"Employes" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 0.9 0.8 1.15 0 17.553 0.04 0 30 9 1 20.9061977018949
"Retraites" 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 1.41 4.325 7.385 0.36 14.4236214235058 1442 2 1 21.2275088934352
"Autres pers. sans activite prof." 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0.46 1.475 6.04 0.55 16.4808742561746 1648 2 1 21.3491206407171
"Cadres et prof. intellectuelles sup." 15000 "Aise" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0.77 0 1.84 3.475 5.73 0.55 9.77651327507293 978 6 1 23.348211100357
"Employes" 9500 "Moyenne Sup" 9500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.23 1.36 0.2 4.03 10.8294013405376 1083 2 1 20.7474215271976
"Professions intermediaires" 5241.936 "Moyenne Inf" 16250 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.46 9.831 16.195 5.44 0.233799161109459 23 5 1 19.6074267068225
"Employes" 6250 "Moyenne Inf" 13750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 0 1.33 13.017 5.839 0.793394039770621 79 0 1 8.56501538786796
"Cadres et prof. intellectuelles sup." 3250 "Moyenne Inf" 16250 "1er quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Autre menage" 7 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 6 0 0 8.84 2.932 18.245 1.375 0.00696836755727357 1 8 0 15.8472033305452
"Artisans, comm., chefs d'ent." 5000 "Moyenne Inf" 8500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 0.175 3.915 0 1.63289732557712 163 3 1 20.3655316606876
"Professions intermediaires" 7031.25 "Moyenne Sup" 22500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 3.51 1.05 24.695 0.575 0.125986352071284 13 6 1 7.740390979243
"Cadres et prof. intellectuelles sup." 5514.706 "Moyenne Inf" 18750 "2eme quartile" "1" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0.3 0 1.95 1.95 24.875 2.27 0.0938274536627939 9 12 1 18.4569246976514
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.69 7.125 14.41 3.99 4.02412614337837 402 3 1 22.8980717795917
"Retraites" 9500 "Moyenne Sup" 9500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0.3 0 0.23 4.725 1.47 2.6 11.1035489406807 1110 4 1 21.434560595765
"Ouvriers" 1451.613 "Modeste" 4500 "1er quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.23 4.62 15.377 2.535 0.0745216676955824 7 5 0 21.2411770637704
"Ouvriers" 6250 "Moyenne Inf" 13750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 4.17 15.515 5.82 2.615 0.793394039770621 79 4 1 15.8935381791786
"Employes" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Au moins une personne etrangere" "Au - 1 vehicule" 2 0 0 0 15.4 24.852 7.195 0.179962071165884 18 0 0 6.1489441744535
"Retraites" 13235.29 "Aise" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.58 1.265 4.049 0.545 7.15747797677629 716 3 1 17.3268281950589
"Professions intermediaires" 9500 "Moyenne Sup" 9500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 2.1 8.151 0.57 10.8294013405376 1083 0 1 20.5822832920303
"Ouvriers" 13541.67 "Aise" 32500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.46 1.05 1.43 1.795 2.75189393552146 275 4 1 19.8581246293028
"Employes" 10227.27 "Moyenne Sup" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.33 11.867 3.72 1.65587934859948 166 0 1 9.68021929229466
"Cadres et prof. intellectuelles sup." 5729.167 "Moyenne Inf" 13750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0.23 1.44 5.865 5.995 0.635 0.709195087573651 71 8 1 18.7115687618682
"Employes" 8500 "Moyenne Sup" 8500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0.3 0.59 1.15 2.76 0.695 10.3796603168738 1038 4 1 19.1238458851426
"Ouvriers" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 3 0 0 0 1 0.85 2.11 0.709195087573651 71 0 1 12.0697735959389
"Professions intermediaires" 10185.19 "Moyenne Sup" 27500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.53 14.114 36.345 2.65 0.604949725634427 60 5 1 10.0300681037404
"Ouvriers" 8522.728 "Moyenne Sup" 18750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 1.61 3.1 12.255 1.086 1.23444408991072 123 4 1 5.5952975056958
"Ouvriers" 8522.728 "Moyenne Sup" 18750 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0.4 0.4 0 1.85 11.41 0.55 1.2762857124644 128 8 1 8.60823053786293
"Employes" 7258.064 "Moyenne Sup" 22500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 0 18.77 3.395 0 30 0 1 17.4657857950528
"Retraites" 11250 "Aise" 11250 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0.83 8.955 0.075 14.4236214235058 1442 0 1 18.1585695891802
"Retraites" 13235.29 "Aise" 22500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 7.45 1.365 0 30 0 1 22.6649886541969
"Retraites" 8500 "Moyenne Sup" 8500 "4eme quartile" "1" "8" "Paris + Agglomeration" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0.8 0 0 0 5.685 0.725 0 30 2 1 15.2383768182607
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "1" "8" "Paris + Agglomeration" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 2.32 3.235 12.117 0.125 5.69012848673552 569 2 1 18.6890355619203
